ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10213,Logan Lane (B9),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2543 East Mall,49.259041,-123.245394
VAD10199,Logan Lane (B2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2557 East Mall,49.258871,-123.245262
VAD10203,Logan Lane (B10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2541 East Mall,49.259077,-123.245431
VAD10394,Somerset (F1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6388 Larkin Drive,49.256831,-123.248364
VAD10442,Stirling House,Vancouver,V6T 0A4,BC,VBL10289,NeighbourhoodBldg,CanadaPost,6080 Iona Drive,49.270551,-123.252501
VAD10437,St. James House,Vancouver,V6T 2G2,BC,VBL10115,NeighbourhoodBldg,CanadaPost,5835 Hampton Place,49.257983,-123.237018
VAD10067,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3329 Wesbrook Mall,49.254647,-123.235584
VAD11124,University Hill Secondary School,Vancouver,V6S 0C6,BC,VBL10242,OtherBuilding,CanadaPost,3228 Ross Drive,49.253872,-123.23976
VAD10209,Logan Lane (A2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2577 East Mall,49.258507,-123.244995
VAD10211,Logan Lane (D12),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6238 Logan Lane,49.258859,-123.245859
VAD10212,Logan Lane (C2),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6204 Logan Lane,49.259299,-123.24565
VAD10202,Logan Lane (E8),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6286 Logan Lane,49.258934,-123.246709
VAD10204,Logan Lane (B11),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2537 East Mall,49.259089,-123.245441
VAD10361,Pathways - East,Vancouver,V6S 0A3,BC,VBL10239,NeighbourhoodBldg,CanadaPost,5779 Birney Avenue,49.254535,-123.233108
VAD10198,Logan Lane (B3),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2553 East Mall,49.258886,-123.245274
VAD10100,Old Barn Community Centre,Vancouver,V6T 1Z4,BC,VBL10157,NeighbourhoodBldg,CanadaPost,6308 Thunderbird Boulevard,49.259014,-123.248274
VAD10134,MBA House,Vancouver,V6T 1Z4,BC,VBL10403,CampusBuilding,CanadaPost,3385 Wesbrook Mall,49.253948,-123.235018
VAD10552,Coast - Cityhome,Vancouver,V6T 2J5,BC,VBL10297,Residential,CanadaPost,6094 Chancellor Mews,49.270898,-123.253423
VAD10774,Wesbrook Professional Centre,Vancouver,V6S 0C8,BC,VBL10166,NeighbourhoodBldg,CanadaPost,3313 Shrum Lane,49.254385,-123.236414
VAD10781,Wesbrook Community Centre,Vancouver,V6S 0H3,BC,VBL10168,NeighbourhoodBldg,CanadaPost,3335 Webber Lane,49.254053,-123.237267
VAD11034,Donald Rix Building,Vancouver,V6T 1Z3,BC,VBL10129,OtherBuilding,CampusMail,2389 Health Sciences Mall,49.2622,-123.246379
VAD10453,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6086 Iona Drive,49.270491,-123.252682
VAD10530,Chancellor Hall - Cityhome (3),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5982 Chancellor Mews,49.272191,-123.250599
VAD10531,Chancellor Hall - Cityhome (4),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5984 Chancellor Mews,49.272154,-123.250685
VAD10532,Chancellor Hall - Cityhome (5),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5986 Chancellor Mews,49.272131,-123.250751
VAD10533,Chancellor Hall - Cityhome (6),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5988 Chancellor Mews,49.272129,-123.250777
VAD10901,Coast - Townhouse (5),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6070 Chancellor Mews,49.271203,-123.252923
VAD10900,Coast - Townhouse (4),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6076 Chancellor Mews,49.271157,-123.253012
VAD10899,Coast - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6080 Chancellor Mews,49.271117,-123.253083
VAD10898,Coast - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6086 Chancellor Mews,49.271079,-123.253148
VAD10156,Logan Lane (C13),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6228 Logan Lane,49.25915,-123.246071
VAD10157,Logan Lane (A10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2563 East Mall,49.258769,-123.245171
VAD10265,Folio - Cityhome (A),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5952 Chancellor Mews,49.272398,-123.249934
VAD10266,Folio - Cityhome (B),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5958 Chancellor Mews,49.272383,-123.249975
VAD10897,Coast - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10277,NeighbourhoodBldg,CanadaPost,6090 Chancellor Mews,49.271035,-123.253221
VAD10105,Pacific,Vancouver,V6S 0B5,BC,VBL10169,NeighbourhoodBldg,CanadaPost,5928 Birney Avenue,49.253427,-123.235166
VAD11051,Eton - Apartments,Vancouver,V6S 0K7,BC,VBL10136,NeighbourhoodBldg,CanadaPost,5687 Gray Avenue,49.253124,-123.231247
VAD11061,Eton - Highrise,Vancouver,V6S 0K8,BC,VBL10135,NeighbourhoodBldg,CanadaPost,3487 Binning Road,49.253455,-123.230361
VAD11077,The Residences at Nobel Park - Highrise,Vancouver,V6S 0L3,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3533 Ross Drive,49.250845,-123.235299
VAD11078,The Residences at Nobel Park - Apartment,Vancouver,V6S 0L3,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3563 Ross Drive,49.250894,-123.234875
VAD10012,Hebb Building,Vancouver,V6T 1Z1,BC,VBL10047,CampusBuilding,CampusMail,2045 East Mall,49.26617,-123.251824
VAD10099,Old Auditorium,Vancouver,V6T 1Z2,BC,VBL10335,CampusBuilding,CampusMail,6344 Memorial Road,49.266996,-123.255824
VAD10142,Hector J. MacLeod Building,Vancouver,V6T 1Z4,BC,VBL10099,CampusBuilding,CampusMail,2356 Main Mall,49.261486,-123.249485
VAD10228,Green College - Principal's Residence,Vancouver,V6T 1Z1,BC,VBL10190,CampusBuilding,CampusMail,6205 Cecil Green Park Road,49.270922,-123.256917
VAD10626,AYO Smart Home,Vancouver,V6T 1Z3,BC,VBL10294,CampusBuilding,CampusMail,5935 Agronomy Road,49.262982,-123.243355
VAD10426,St Mark's Duplex (5B),Vancouver,V6T 0A1,BC,VBL10279,Residential,CanadaPost,5932 Chancellor Boulevard,49.272739,-123.249736
VAD10285,Folio - Duplex (1B),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5992 Chancellor Boulevard,49.272398,-123.250982
VAD10816,Berwick Child Development Centre,Vancouver,V6T 1X7,BC,VBL10155,CampusBuilding,CampusMail,2765 Osoyoos Crescent,49.260906,-123.238824
VAD10840,Brock Hall,Vancouver,V6T 1Z1,BC,VBL10331,CampusBuilding,CampusMail,1874 East Mall,49.268518,-123.251856
VAD10276,Forest Sciences Centre,Vancouver,V6T 1Z4,BC,VBL10119,CampusBuilding,CampusMail,2424 Main Mall,49.260474,-123.248814
VAD10421,Sopron House,Vancouver,V6T 1R9,BC,VBL10075,CampusBuilding,CampusMail,2730 Acadia Road,49.262198,-123.23529
VAD10908,Acadia Park Residence - Tennis Crescent (2639),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2639 Tennis Crescent,49.263574,-123.237867
VAD10909,Acadia Park Residence - Melfa Lane (2508),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2508 Melfa Lane,49.265149,-123.237679
VAD10910,Acadia Park Residence - Melfa Lane (2636),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2636 Melfa Lane,49.263604,-123.236507
VAD10911,Acadia Park Residence - Montgomery Place (5630),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5630 Montgomery Place,49.264629,-123.239002
VAD10912,Acadia Park Residence - Melfa Lane (2515),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2515 Melfa Lane,49.264754,-123.237641
VAD10913,Acadia Park Residence - Montgomery Place (5612),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5612 Montgomery Place,49.264763,-123.238442
VAD10916,Acadia Park Residence - Tennis Crescent (2632),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2632 Tennis Crescent,49.263689,-123.237786
VAD10917,Acadia Park Residence - Tennis Crescent (2653),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2653 Tennis Crescent,49.263282,-123.237626
VAD10918,Acadia Park Residence - Melfa Lane (2616),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2616 Melfa Lane,49.26406,-123.236779
VAD10919,Acadia Park Residence - Melfa Lane (2642),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2642 Melfa Lane,49.263382,-123.236324
VAD10920,Acadia Park Residence - Montgomery Place (5606),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5606 Montgomery Place,49.264848,-123.238314
VAD10921,Acadia Park Residence - Melfa Lane (2503),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2503 Melfa Lane,49.264937,-123.237858
VAD10922,Acadia Park Residence - Melfa Lane (2629),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2629 Melfa Lane,49.263645,-123.236818
VAD10923,Acadia Park Residence - Yalta Place (5510),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5510 Yalta Place,49.264307,-123.237452
VAD10924,Acadia Park Residence - Yalta Place (5504),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5504 Yalta Place,49.264345,-123.237287
VAD10925,Acadia Park Residence - Melfa Lane (2618),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2618 Melfa Lane,49.264026,-123.236655
VAD10926,Acadia Park Residence - Tennis Crescent (2664),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2664 Tennis Crescent,49.263069,-123.237211
VAD10927,Acadia Park Residence - Montgomery Place (5638),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5638 Montgomery Place,49.264535,-123.239195
VAD10928,Acadia Park Residence - Montgomery Place (5631),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5631 Montgomery Place,49.264771,-123.239151
VAD10929,Acadia Park Residence - Yalta Place (5606),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5606 Yalta Place,49.264235,-123.237829
VAD10930,Acadia Park Residence - Melfa Lane (2624),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2624 Melfa Lane,49.263826,-123.236709
VAD10656,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2611 Fairview Crescent,49.26304,-123.240732
VAD10657,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2613 Fairview Crescent,49.263037,-123.240675
VAD10658,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2601 Fairview Crescent,49.263089,-123.240784
VAD10659,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2605 Fairview Crescent,49.263028,-123.240804
VAD10660,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2607 Fairview Crescent,49.263018,-123.240798
VAD10661,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2609 Fairview Crescent,49.263012,-123.240776
VAD10662,Fairview Crescent Residence (Unit 25) ,Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2603 Fairview Crescent,49.263035,-123.24078
VAD10664,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2602 Fairview Crescent,49.263175,-123.240926
VAD10665,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2606 Fairview Crescent,49.263223,-123.240996
VAD10666,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2610 Fairview Crescent,49.263234,-123.240956
VAD10931,Acadia Park Residence - Tennis Crescent (2650),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2650 Tennis Crescent,49.263335,-123.23743
VAD10932,Acadia Park Residence - Yalta Place (5601),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5601 Yalta Place,49.264437,-123.237677
VAD10933,Acadia Park Residence - Montgomery Place (5621),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5621 Montgomery Place,49.264829,-123.238947
VAD10934,Acadia Park Residence - Tennis Crescent (2637),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2637 Tennis Crescent,49.263646,-123.237965
VAD10935,Acadia Park Residence - Tennis Crescent (2623),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2623 Tennis Crescent,49.263905,-123.238208
VAD10936,Acadia Park Residence - Montgomery Place (5628),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5628 Montgomery Place,49.26447,-123.23883
VAD10937,Acadia Park Residence - Melfa Lane (2602),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2602 Melfa Lane,49.264522,-123.23718
VAD10938,Acadia Park Residence - Montgomery Place (5601),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5601 Montgomery Place,49.265064,-123.238134
VAD10544,Chancellor House - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6010 Chancellor Mews,49.271809,-123.25161
VAD10541,Chancellor House - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6018 Chancellor Mews,49.271774,-123.251708
VAD10538,Chancellor House - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6022 Chancellor Mews,49.271734,-123.251832
VAD10545,Chancellor House - Townhouse (4),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6006 Chancellor Mews,49.27185,-123.251532
VAD10268,Folio - Duplex (2C),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5988 Chancellor Boulevard,49.272445,-123.2509
VAD10874,Acadia Park Presidents Row (102F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5519 Presidents Row,49.265334,-123.238803
VAD10875,Acadia Park Presidents Row (102G),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5517 Presidents Row,49.265349,-123.238762
VAD10876,Acadia Park Presidents Row (103B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5615 Presidents Row,49.265016,-123.239788
VAD10877,Acadia Park Presidents Row (103C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5611 Presidents Row,49.265027,-123.239757
VAD10878,Acadia Park Presidents Row (103D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5609 Presidents Row,49.26506,-123.239665
VAD10879,Acadia Park Presidents Row (103E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5607 Presidents Row,49.265071,-123.239632
VAD10880,Acadia Park Presidents Row (103G),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5603 Presidents Row,49.265113,-123.239434
VAD10881,Acadia Park Presidents Row (103F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5605 Presidents Row,49.2651,-123.239469
VAD10891,Acadia Park Presidents Row (103A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5617 Presidents Row,49.264948,-123.239944
VAD10948,Acadia Park Residence - Melfa Lane (2504),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2504 Melfa Lane,49.265214,-123.23773
VAD10949,Acadia Park Residence - Montgomery Place (5634),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5634 Montgomery Place,49.264582,-123.239098
VAD10950,Acadia Park Residence - Yalta Place (5644),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5644 Yalta Place,49.263823,-123.238709
VAD10677,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2628 Fairview Crescent,49.263364,-123.240646
VAD10678,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2626 Fairview Crescent,49.263364,-123.240647
VAD10679,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2622 Fairview Crescent,49.2633,-123.240674
VAD10680,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2624 Fairview Crescent,49.263335,-123.240649
VAD10681,Acadia Park Residence - Tennis Crescent (2638),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2638 Tennis Crescent,49.263597,-123.237681
VAD10682,Acadia Park Residence - Yalta Place (5603),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5603 Yalta Place,49.264436,-123.237735
VAD10684,Acadia Park Residence - Montgomery Place (5603),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5603 Montgomery Place,49.265013,-123.238279
VAD10696,Acadia Park Residence - Fairview Place (5603),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5603 Fairview Place,49.263245,-123.236792
VAD10697,Acadia Park Residence - Melfa Lane (2502),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2502 Melfa Lane,49.265251,-123.237758
VAD10698,Acadia Park Residence - Melfa Lane (2609),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2609 Melfa Lane,49.26402,-123.237011
VAD10961,Acadia Park Residence - Yalta Place (5615),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5615 Yalta Place,49.264355,-123.238076
VAD10962,Acadia Park Residence - Montgomery Place (5626),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5626 Montgomery Place,49.264537,-123.238758
VAD10963,Acadia Park Residence - Montgomery Place (5623),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5623 Montgomery Place,49.264912,-123.238989
VAD10964,Acadia Park Residence - Montgomery Place (5643),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5643 Montgomery Place,49.264657,-123.239652
VAD10965,Acadia Park Residence - Montgomery Place (5600),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5600 Montgomery Place,49.264917,-123.238155
VAD10966,Acadia Park Residence - Montgomery Place (5619),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5619 Montgomery Place,49.264826,-123.238821
VAD10968,Acadia Park Residence - Yalta Place (5611),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5611 Yalta Place,49.264404,-123.237975
VAD10969,Acadia Park Residence - Yalta Place (5647),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5647 Yalta Place,49.264019,-123.238927
VAD10970,Acadia Park Residence - Yalta Place (5652),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5652 Yalta Place,49.263749,-123.23895
VAD10699,Acadia Park Residence - Tennis Crescent (2658),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2658 Tennis Crescent,49.263186,-123.237356
VAD10700,Acadia Park Residence - Fairview Place (5601),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5601 Fairview Place,49.263267,-123.236732
VAD10701,Acadia Park Residence - Fairview Place (5611),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5611 Fairview Place,49.263163,-123.236996
VAD10702,Acadia Park Residence - Montgomery Place (5605),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5605 Montgomery Place,49.265019,-123.23841
VAD10703,Acadia Park Residence - Pearkes Lane (2525),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2525 Pearkes Lane,49.26421,-123.239367
VAD10704,Acadia Park Residence - Yalta Place (5619),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5619 Yalta Place,49.264312,-123.238176
VAD10707,Acadia Park Residence - Tennis Crescent (2657),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2657 Tennis Crescent,49.263111,-123.237674
VAD10685,Acadia Park Residence - Melfa Lane (2603),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2603 Melfa Lane,49.26451,-123.237427
VAD10686,Acadia Park Residence - Pearkes Lane (2603),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2603 Pearkes Lane,49.263974,-123.239171
VAD10688,Acadia Park Residence - Montgomery Place (5607),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5607 Montgomery Place,49.265093,-123.238442
VAD10951,Acadia Park Residence - Montgomery Place (5632),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5632 Montgomery Place,49.264609,-123.239058
VAD10952,Acadia Park Residence - Melfa Lane (2505),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2505 Melfa Lane,49.264899,-123.237832
VAD10953,Acadia Park Residence - Yalta Place (5645),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5645 Yalta Place,49.264045,-123.238892
VAD10954,Acadia Park Residence - Tennis Crescent (2655),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2655 Tennis Crescent,49.263206,-123.237628
VAD10955,Acadia Park Residence - Montgomery Place (5644),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5644 Montgomery Place,49.264459,-123.239344
VAD10956,Acadia Park Residence - Melfa Lane (2623),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2623 Melfa Lane,49.263769,-123.236866
VAD10957,Acadia Park Residence - Yalta Place (5638),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5638 Yalta Place,49.264002,-123.238534
VAD10959,Acadia Park Residence - Yalta Place (5648),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5648 Yalta Place,49.263781,-123.238839
VAD10960,Acadia Park Residence - Melfa Lane (2512),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2512 Melfa Lane,49.265094,-123.237705
VAD10689,Acadia Park Residence - Tennis Crescent (2627),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2627 Tennis Crescent,49.263833,-123.238175
VAD10690,Acadia Park Residence - Montgomery Place (5624),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5624 Montgomery Place,49.264556,-123.238701
VAD10691,Acadia Park Residence - Montgomery Place (5642),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5642 Montgomery Place,49.264491,-123.239268
VAD10692,Acadia Park Residence - Pearkes Lane (2506),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2506 Pearkes Lane,49.264204,-123.239146
VAD10693,Acadia Park Residence - Melfa Lane (2511),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2511 Melfa Lane,49.264813,-123.237713
VAD10694,Acadia Park Residence - Melfa Lane (2608),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2608 Melfa Lane,49.264423,-123.237068
VAD10695,Acadia Park Residence - Melfa Lane (2607),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2607 Melfa Lane,49.264061,-123.237042
VAD10940,Acadia Park Residence - Montgomery Place (5614),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5614 Montgomery Place,49.264743,-123.238498
VAD10667,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2608 Fairview Crescent,49.263235,-123.24099
VAD10668,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2634 Fairview Crescent,49.263291,-123.240581
VAD10669,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2612 Fairview Crescent,49.263221,-123.240897
VAD10670,Fairview Crescent Residence (Unit 26) ,Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2604 Fairview Crescent,49.263219,-123.240998
VAD10671,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2630 Fairview Crescent,49.263361,-123.240628
VAD10672,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2616 Fairview Crescent,49.263241,-123.240823
VAD10673,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2632 Fairview Crescent,49.263336,-123.240607
VAD10674,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2620 Fairview Crescent,49.263264,-123.240756
VAD10675,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2618 Fairview Crescent,49.2633,-123.240825
VAD10676,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2614 Fairview Crescent,49.263241,-123.240841
VAD10941,Acadia Park Residence - Melfa Lane (2520),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2520 Melfa Lane,49.264834,-123.237394
VAD10942,Acadia Park Residence - Yalta Place (5612),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5612 Yalta Place,49.264091,-123.237906
VAD10943,Acadia Park Residence - Melfa Lane (2604),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2604 Melfa Lane,49.264486,-123.237149
VAD10944,Acadia Park Residence - Melfa Lane (2614),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2614 Melfa Lane,49.264098,-123.236809
VAD10945,Acadia Park Residence - Pearkes Lane (2515),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2515 Pearkes Lane,49.264417,-123.239561
VAD10946,Acadia Park Residence - Tennis Crescent (2645),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2645 Tennis Crescent,49.263424,-123.237745
VAD10947,Acadia Park Residence - Tennis Crescent (2661),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2661 Tennis Crescent,49.26303,-123.237546
VAD10746,Acadia Park Residence - Yalta Place (5631),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5631 Yalta Place,49.264158,-123.238494
VAD10747,Acadia Park Residence - Melfa Lane (2517),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2517 Melfa Lane,49.264716,-123.237616
VAD10748,Acadia Park Residence - Tennis Crescent (2626),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2626 Tennis Crescent,49.26379,-123.237892
VAD10993,Acadia Park Residence - Montgomery Place (5610),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5610 Montgomery Place,49.264791,-123.238411
VAD10994,Acadia Park Residence - Tennis Crescent (2649),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2649 Tennis Crescent,49.263344,-123.237711
